uri,dataUpdated,units,sourceLink,initialPeriod,lastPeriod,sourceLabel,periodicity,referenceArea
http://www.icane.es/data/regional-data/society/labour-market/weight-high-foreign-affiliate-employment-total-percentage-cantabria-spain,2013-05-21, .,http://www.seg-social.es/Internet_1/Estadistica/Est/AfiliacionAltaTrabajadores/AfiliacionesAltaLaboral/Afiliaci_n_Media_mensual/index.htm,Enero 2005,Abril 2013,Afiliación a la Seguridad Social. Gobierno de España. Ministerio de Empleo y Seguridad Social,Mensual,Regional
http://www.icane.es/data/regional-data/economy/prices/ipri-general-base-2010-nace09,2013-05-24," Variación anual, Variación en lo que va de año, Variación mensual: %; Índice: Índice.",,2002,Abril 2013,,Mensual,
http://www.icane.es/data/regional-data/economy/prices/ipri-sections-base-2010-nace09,2013-05-24," Variación anual, Variación en lo que va de año, Variación mensual: %; Índice: Índice.",,2002,Abril 2013,,,
http://www.icane.es/data/regional-data/economy/prices/housing-prices-base-2005-price-index-housing-type,2013-01-22, .,http://www.fomento.gob.es/BE2/?nivel=2&orden=35000000,1T 1995,4T 2012,Estadística de precios de vivienda. Base 2005. Gobierno de España. Ministerio de Fomento,Trimestral,Regional
http://www.icane.es/data/regional-data/economy/primary-sector/livestock-slaughtering-bovine-2009,2012-05-02, Peso canal medio: Kg; Reses sacrificadas: Número; Peso canal total: Tn.,,2009,2011,,Anual,Regional
http://www.icane.es/data/regional-data/economy/primary-sector/prices-bovine,2012-02-07, .,http://www.cantabria.es/web/consejeria-de-desarrollo-rural-ganaderia-pesca-y-biodiversidad,1997,Diciembre 2011,"Mercado Nacional de Ganado de Torrelavega. Gobierno de Cantabria. Consejería de Ganadería, Pesca y Desarrollo Rural",Mensual,Regional
http://www.icane.es/data/regional-data/economy/primary-sector/egg-production-series,2008-06-02, .,http://www.cantabria.es/web/consejeria-de-desarrollo-rural-ganaderia-pesca-y-biodiversidad,Enero 2008,Abril 2008,"Producción de huevos para incubar y pollitos de aves de corral. Gobierno de Cantabria. Consejería de Ganadería, Pesca y Desarrollo Rural",Mensual,Regional
http://www.icane.es/data/regional-data/economy/industry-energy/index-general-economic-destination,2013-05-09, .,http://www.ine.es,Enero 2002,Marzo 2013,Índice de producción industrial (IPI). Base 2005. CNAE 2009. Instituto Nacional de Estadística (INE),Mensual,Regional
http://www.icane.es/data/regional-data/economy/industry-energy/indices-activity-grouping,2013-05-09, .,http://www.ine.es,Enero 2002,Marzo 2013,Índice de producción industrial (IPI). Base 2005. CNAE 2009. Instituto Nacional de Estadística (INE),Mensual,Regional
http://www.icane.es/data/regional-data/economy/industry-energy/ipri-general-base-2010-nace09,2013-05-24," Variación anual, Variación en lo que va de año, Variación mensual: %; Índice: Índice.",,2002,Abril 2013,,Mensual,
http://www.icane.es/data/regional-data/economy/industry-energy/ipri-sections-base-2010-nace09,2013-05-24," Variación anual, Variación en lo que va de año, Variación mensual: %; Índice: Índice.",,2002,Abril 2013,,,
http://www.icane.es/data/regional-data/economy/construction-housing/housing-prices-base-2005-price-index-housing-type,2013-04-23, .,http://www.fomento.gob.es/BE2/?nivel=2&orden=35000000,1T 1995,1T 2013,Estadística de precios de vivienda. Base 2005. Gobierno de España. Ministerio de Fomento,Trimestral,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-health-life-quality-children-8-15-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-adult-mental-health-population-16-more-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-children-mental-health-population-4-15-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-restriction-habitual-activity-pain-symptoms-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-number-bed-days-health-reason-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-satisfaction-job-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-weekly-hours-home-tasks-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-weekly-hours-take-care-children-under-15-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-functional-social-support-perceived-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-environment-average-level-stress-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-hours-week-dedicated-care-disabled-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-hours-week-dedicated-care-75-more-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-number-hours-sleep-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-age-start-drink-alcohol-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-age-start-smoking-former-smokers-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-age-start-smoking-daily-consumption-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-last-4-weeks-family-doctor-consultation-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-specialist-consultations-last-4-weeks-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-dentist-consultations-last-3-months-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-hospitalization-past-12-months-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-hospital-day-admissions-last-12-months-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-assistances-emergency-service-last-12-months-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/society/health-social-welfare/nhs-2006-average-number-hospitalizations-last-12-months-gender,2008-04-08, .,http://www.ine.es,2006,2006,Encuesta Nacional de Salud (ENS). Instituto Nacional de Estadística (INE),No aplicable,Regional
http://www.icane.es/data/regional-data/economy/services/services-activity-indices-nace93,2012-02-14, .,"http://www.ine.es/jaxi/menu.do?type=pcaxis&path=%2Ft37%2Fp183&file=inebase&L=0
",2005,2008,Indicadores de actividad del sector servicios (IASS). Base 2005. Instituto Nacional de Estadística (INE),Mensual,Regional
http://www.icane.es/data/regional-data/economy/services/services-activity-indices-nace09,2013-02-14, .,"http://www.ine.es/jaxi/menu.do?type=pcaxis&path=%2Ft37%2Fp183&file=inebase&L=0
",2005,Noviembre 2012,Indicadores de actividad del sector servicios (IASS). Base 2005. Instituto Nacional de Estadística (INE),Mensual,Regional
http://www.icane.es/data/regional-data/economy/services/retail-index-base-2010-nace09-sales,2013-04-29," Tasa de variación de la media en lo que va de año, Tasa de variación interanual: Porcentaje(%); Índice: Número índice.",,2001,Marzo 2013,,Mensual,Nacional y regional
http://www.icane.es/data/regional-data/economy/services/retail-index-base-2010-nace09-occupancy,2013-04-29," Tasa de variación media en lo que va de año, Tasa de variación interanual: Porcentaje(%); Índice: Número índice.",,Enero 2004,Marzo 2013,,Mensual,Nacional y regional
http://www.icane.es/data/regional-data/economy/public-sector/initial-budgets-expenditure-chapter-function-subfunction,2010-08-18, Valor: Miles de Euros.,,2004,2005,Datos presupuestarios de la Comunidad Autónoma. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/initial-budgets-expenditure-function-subfunction,2010-08-18, Valor: Miles de Euros; Porcentaje: %.,,2004,2005,Datos presupuestarios de la Comunidad Autónoma. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/settlement-expenditure-function-subfunction,2010-08-18, Valor: Miles de Euros; Porcentaje: %.,,2002,2004,Datos presupuestarios de la Comunidad Autónoma. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/settlement-expenditure-chapter-function-subfunction,2010-08-18, Valor: Miles de Euros.,,2002,2004,Datos presupuestarios de la Comunidad Autónoma. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-income-chapter,2012-08-13, Valor: Euros.,,2002,2011,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-expenditure-chapter,2012-08-13, Valor: Miles de Euros.,,2002,2011,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-income-detail,2012-08-13, Ingresos (Miles de Euros): Número.,,2002,2011,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-local-entities-expenditure-detail,2012-08-13, Gastos (Miles de Euros): Número.,,2003,2011,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
